,Harry Potter
15235,"from inside the room, a positive babble of them. It sounded as though"
15236,Dumbledore was entertaining at least a dozen people.
15237,"Professor McGonagall rapped three times with the griffin knocker,"
15238,and the voices ceased abruptly as though someone had switched them
15239,all off. The door opened of its own accord and Professor McGonagall
15240,led Harry and Ron inside.
15241,The room was in half darkness; the strange silver instruments
15242,standing on tables were silent and still rather than whirring and emit-
15243,ting puffs of smoke as they usually did. The portraits of old headmas-
15244,ters and headmistresses covering the walls were all snoozing in their
15245,"frames. Behind the door, a magnificent red-and-gold bird the size of a"
15246,swan dozed on its perch with its head under its wing.
15247,"“Oh, it’s you, Professor McGonagall . . . and . . . ah.”"
15248,Dumbledore was sitting in a high-backed chair behind his desk; he
15249,leaned forward into the pool of candlelight illuminating the papers
15250,laid out before him. He was wearing a magnificently embroidered
15251,"purple-and-gold dressing gown over a snowy-white nightshirt, but"
15252,"seemed wide awake, his penetrating light-blue eyes fixed intently"
15253,upon Professor McGonagall.
15254,"“Professor Dumbledore, Potter has had a . . . well, a nightmare,”"
15255,said Professor McGonagall. “He says . . .”
15256,"“It wasn’t a nightmare,” said Harry quickly."
15257,"Professor McGonagall looked around at Harry, frowning slightly."
15258,"“Very well, then, Potter, you tell the headmaster about it.”"
15259,"“I . . . well, I was asleep. . . .” said Harry and even in his terror and"
15260, 467   
15261,CHAPTER TWENTY-TWO
15262,his desperation to make Dumbledore understand he felt slightly irri-
15263,"tated that the headmaster was not looking at him, but examining his"
15264,own interlocked fingers. “But it wasn’t an ordinary dream . . . it was
15265,"real. . . . I saw it happen. . . .” He took a deep breath, “Ron’s dad —"
15266,Mr. Weasley — has been attacked by a giant snake.”
15267,"The words seemed to reverberate in the air after he had said them,"
15268,"slightly ridiculous, even comic. There was a pause in which Dumble-"
15269,dore leaned back and stared meditatively at the ceiling. Ron looked
15270,"from Harry to Dumbledore, white-faced and shocked."
15271,"“How did you see this?” Dumbledore asked quietly, still not look-"
15272,ing at Harry.
15273,"“Well . . . I don’t know,” said Harry, rather angrily — what did it"
15274,"matter? “Inside my head, I suppose —”"
15275,"“You misunderstand me,” said Dumbledore, still in the same calm"
15276,tone. “I mean . . . can you remember — er — where you were posi-
15277,tioned as you watched this attack happen? Were you perhaps standing
15278,"beside the victim, or else looking down on the scene from above?”"
15279,This was such a curious question that Harry gaped at Dumbledore;
15280,it was almost as though he knew . . .
15281,"“I was the snake,” he said. “I saw it all from the snake’s point of"
15282,view. . . .”
15283,"Nobody else spoke for a moment, then Dumbledore, now looking"
15284,"at Ron, who was still whey-faced, said in a new and sharper voice, “Is"
15285,Arthur seriously injured?”
15286,"“Yes,” said Harry emphatically — why were they all so slow on the"
15287,"uptake, did they not realize how much a person bled when fangs that"
15288,long pierced their side? And why could Dumbledore not do him the
15289,courtesy of looking at him?
15290,"But Dumbledore stood up so quickly that Harry jumped, and ad-"
15291,dressed one of the old portraits hanging very near the ceiling.
15292,"“Everard?” he said sharply. “And you too, Dilys!”"
15293,"A sallow-faced wizard with short, black bangs and an elderly witch"
15294, 468  
15295,ST. MUNGO’S HOSPITAL
15296,FOR MAGICAL MALADIES
15297,AND INJURIES
15298,"with long silver ringlets in the frame beside him, both of whom"
15299,"seemed to have been in the deepest of sleeps, opened their eyes"
15300,immediately.
15301,“You were listening?” said Dumbledore.
15302,"The wizard nodded, the witch said, “Naturally.”"
15303,"“The man has red hair and glasses,” said Dumbledore. “Everard,"
15304,"you will need to raise the alarm, make sure he is found by the right"
15305,people —”
15306,"Both nodded and moved sideways out of their frames, but instead"
15307,of emerging in neighboring pictures (as usually happened at Hog-
15308,"warts), neither reappeared; one frame now contained nothing but a"
15309,"backdrop of dark curtain, the other a handsome leather armchair."
15310,Harry noticed that many of the other headmasters and mistresses on
15311,"the walls, though snoring and drooling most convincingly, kept"
15312,"sneaking peeks at him under their eyelids, and he suddenly under-"
15313,stood who had been talking when they had knocked.
15314,"“Everard and Dilys were two of Hogwarts’s most celebrated Heads,”"
15315,"Dumbledore said, now sweeping around Harry, Ron, and Professor"
15316,McGonagall and approaching the magnificent sleeping bird on his
15317,perch beside the door. “Their renown is such that both have portraits
15318,hanging in other important Wizarding institutions. As they are free to
15319,move between their own portraits they can tell us what may be hap-
15320,pening elsewhere. . . .”
15321,“But Mr. Weasley could be anywhere!” said Harry.
15322,"“Please sit down, all three of you,” said Dumbledore, as though"
15323,Harry had not spoken. “Everard and Dilys may not be back for several
15324,"minutes. . . . Professor McGonagall, if you could draw up extra"
15325,chairs . . .”
15326,Professor McGonagall pulled her wand from the pocket of her
15327,"dressing gown and waved it; three chairs appeared out of thin air,"
15328,"straight-backed and wooden, quite unlike the comfortable chintz"
15329,armchairs that Dumbledore had conjured back at Harry’s hearing.
15330, 469 
15331,CHAPTER TWENTY-TWO
15332,"Harry sat down, watching Dumbledore over his shoulder. Dumble-"
15333,dore was now stroking Fawkes’s plumed golden head with one finger.
15334,The phoenix awoke immediately. He stretched his beautiful head high
15335,"and observed Dumbledore through bright, dark eyes."
15336,"“We will need,” said Dumbledore very quietly to the bird, “a"
15337,warning.”
15338,There was a flash of fire and the phoenix had gone.
15339,Dumbledore now swooped down upon one of the fragile silver in-
15340,"struments whose function Harry had never known, carried it over to"
15341,"his desk, sat down facing them again, and tapped it gently with the tip"
15342,of his wand.
15343,The instrument tinkled into life at once with rhythmic clinking
15344,noises. Tiny puffs of pale green smoke issued from the minuscule sil-
15345,"ver tube at the top. Dumbledore watched the smoke closely, his brow"
15346,"furrowed, and after a few seconds, the tiny puffs became a steady"
15347,stream of smoke that thickened and coiled in the air. . . . A serpent’s
15348,"head grew out of the end of it, opening its mouth wide. Harry won-"
15349,dered whether the instrument was confirming his story: He looked
15350,"eagerly at Dumbledore for a sign that he was right, but Dumbledore"
15351,did not look up.
15352,"“Naturally, naturally,” murmured Dumbledore apparently to him-"
15353,"self, still observing the stream of smoke without the slightest sign of"
15354,surprise. “But in essence divided?”
15355,Harry could make neither head nor tail of this question. The
15356,"smoke serpent, however, split itself instantly into two snakes, both"
15357,coiling and undulating in the dark air. With a look of grim satisfaction
15358,Dumbledore gave the instrument another gentle tap with his wand:
15359,"The clinking noise slowed and died, and the smoke serpents grew"
15360,"faint, became a formless haze, and vanished."
15361,Dumbledore replaced the instrument upon its spindly little table;
15362,Harry saw many of the old headmasters in the portraits follow him
15363,"with their eyes, then, realizing that Harry was watching them, hastily"
15364, 470   
15365,ST. MUNGO’S HOSPITAL
15366,FOR MAGICAL MALADIES
15367,AND INJURIES
15368,pretend to be sleeping again. Harry wanted to ask what the strange sil-
15369,"ver instrument was for, but before he could do so, there was a shout"
15370,from the top of the wall to their right; the wizard called Everard had
15371,"reappeared in his portrait, panting slightly."
15372,“Dumbledore!”
15373,“What news?” said Dumbledore at once.
15374,"“I yelled until someone came running,” said the wizard, who was"
15375,"mopping his brow on the curtain behind him, “said I’d heard some-"
15376,thing moving downstairs — they weren’t sure whether to believe me
15377,but went down to check — you know there are no portraits down
15378,"there to watch from. Anyway, they carried him up a few minutes later."
15379,"He doesn’t look good, he’s covered in blood, I ran along to Elfrida"
15380,Cragg’s portrait to get a good view as they left —”
15381,"“Good,” said Dumbledore as Ron made a convulsive movement, “I"
15382,"take it Dilys will have seen him arrive, then —”"
15383,"And moments later, the silver-ringletted witch had reappeared in"
15384,"her picture too; she sank, coughing, into her armchair and said, “Yes,"
15385,"they’ve taken him to St. Mungo’s, Dumbledore. . . . They carried him"
15386,past under my portrait. . . . He looks bad. . . .”
15387,"“Thank you,” said Dumbledore. He looked around at Professor"
15388,McGonagall.
15389,"“Minerva, I need you to go and wake the other Weasley children.”"
15390,“Of course. . . .”
15391,Professor McGonagall got up and moved swiftly to the door; Harry
15392,"cast a sideways glance at Ron, who was now looking terrified."
15393,“And Dumbledore — what about Molly?” said Professor McGona-
15394,"gall, pausing at the door."
15395,“That will be a job for Fawkes when he has finished keeping a
15396,"lookout for anybody approaching,” said Dumbledore. “But she may"
15397,already know . . . that excellent clock of hers . . .”
15398,"Harry knew Dumbledore was referring to the clock that told, not"
15399,"the time, but the whereabouts and conditions of the various Weasley"
15400, 471   
15401,CHAPTER TWENTY-TWO
15402,"family members, and with a pang he thought that Mr. Weasley’s hand"
15403,"must, even now, be pointing at “mortal peril.” But it was very late. . . ."
15404,"Mrs. Weasley was probably asleep, not watching the clock. . . . And"
15405,he felt cold as he remembered Mrs. Weasley’s boggart turning into
15406,"Mr. Weasley’s lifeless body, his glasses askew, blood running down his"
15407,face. . . . But Mr. Weasley wasn’t going to die. . . . He couldn’t. . . .
15408,Dumbledore was now rummaging in a cupboard behind Harry and
15409,"Ron. He emerged from it carrying a blackened old kettle, which he"
15410,placed carefully upon his desk. He raised his wand and murmured
15411,"“Portus”; for a moment the kettle trembled, glowing with an odd blue"
15412,"light, then it quivered to a rest, as solidly black as ever."
15413,"Dumbledore marched over to another portrait, this time of a"
15414,"clever-looking wizard with a pointed beard, who had been painted"
15415,wearing the Slytherin colors of green and silver and was apparently
15416,sleeping so deeply that he could not hear Dumbledore’s voice when he
15417,attempted to rouse him.
15418,“Phineas. Phineas.”
15419,And now the subjects of the portraits lining the room were no
15420,longer pretending to be asleep; they were shifting around in their
15421,"frames, the better to watch what was happening. When the clever-"
15422,"looking wizard continued to feign sleep, some of them shouted his"
15423,name too.
15424,“Phineas! Phineas! PHINEAS!”
15425,He could not pretend any longer; he gave a theatrical jerk and
15426,opened his eyes wide.
15427,“Did someone call?”
15428,"“I need you to visit your other portrait again, Phineas,” said Dum-"
15429,bledore. “I’ve got another message.”
15430,"“Visit my other portrait?” said Phineas in a reedy voice, giving a"
15431,"long, fake yawn (his eyes traveling around the room and focusing"
15432,"upon Harry). “Oh no, Dumbledore, I am too tired tonight. . . .”"
15433,Something about Phineas’s voice was familiar to Harry. Where had
15434, 472    
15435,ST. MUNGO’S HOSPITAL
15436,FOR MAGICAL MALADIES
15437,AND INJURIES
15438,"he heard it before? But before he could think, the portraits on the sur-"
15439,rounding walls broke into a storm of protest.
15440,"“Insubordination, sir!” roared a corpulent, red-nosed wizard, bran-"
15441,dishing his fists. “Dereliction of duty!”
15442,“We are honor-bound to give service to the present Headmaster of
15443,Hogwarts!” cried a frail-looking old wizard whom Harry recognized as
15444,"Dumbledore’s predecessor, Armando Dippet. “Shame on you, Phineas!”"
15445,"“Shall I persuade him, Dumbledore?” called a gimlet-eyed witch,"
15446,raising an unusually thick wand that looked not unlike a birch rod.
15447,"“Oh, very well,” said the wizard called Phineas, eyeing this wand"
15448,"slightly apprehensively, “though he may well have destroyed my pic-"
15449,"ture by now, he’s done most of the family —”"
15450,"“Sirius knows not to destroy your portrait,” said Dumbledore, and"
15451,Harry realized immediately where he had heard Phineas’s voice before:
15452,issuing from the apparently empty frame in his bedroom in Grim-
15453,mauld Place. “You are to give him the message that Arthur Weasley
15454,"has been gravely injured and that his wife, children, and Harry Potter"
15455,will be arriving at his house shortly. Do you understand?”
15456,"“Arthur Weasley, injured, wife and children and Harry Potter"
15457,"coming to stay,” recited Phineas in a bored voice. “Yes, yes . . . very"
15458,well. . . .”
15459,He sloped away into the frame of the portrait and disappeared from
15460,"view at the very moment that the study door opened again. Fred,"
15461,"George, and Ginny were ushered inside by Professor McGonagall, all"
15462,"three of them looking disheveled and shocked, still in their night"
15463,things.
15464,"“Harry — what’s going on?” asked Ginny, who looked frightened."
15465,“Professor McGonagall says you saw Dad hurt —”
15466,“Your father has been injured in the course of his work for the Or-
15467,"der of the Phoenix,” said Dumbledore before Harry could speak. “He"
15468,has been taken to St. Mungo’s Hospital for Magical Maladies and In-
15469,"juries. I am sending you back to Sirius’s house, which is much more"
15470,  473  
15471,CHAPTER TWENTY-TWO
15472,convenient for the hospital than the Burrow. You will meet your
15473,mother there.”
15474,"“How’re we going?” asked Fred, looking shaken. “Floo powder?”"
15475,"“No,” said Dumbledore, “Floo powder is not safe at the moment,"
15476,the Network is being watched. You will be taking a Portkey.” He indi-
15477,cated the old kettle lying innocently on his desk. “We are just waiting
15478,for Phineas Nigellus to report back. . . . I wish to be sure that the coast
15479,is clear before sending you —”
15480,"There was a flash of flame in the very middle of the office, leaving"
15481,behind a single golden feather that floated gently to the floor.
15482,"“It is Fawkes’s warning,” said Dumbledore, catching the feather as"
15483,"it fell. “She must know you’re out of your beds. . . . Minerva, go and"
15484,head her off — tell her any story —”
15485,Professor McGonagall was gone in a swish of tartan.
15486,"“He says he’ll be delighted,” said a bored voice behind Dumble-"
15487,dore; the wizard called Phineas had reappeared in front of his
15488,Slytherin banner. “My great-great-grandson has always had odd taste
15489,in houseguests. . . .”
15490,"“Come here, then,” Dumbledore said to Harry and the Weasleys."
15491,"“And quickly, before anyone else joins us . . .”"
15492,Harry and the others gathered around Dumbledore’s desk.
15493,"“You have all used a Portkey before?” asked Dumbledore, and they"
15494,"nodded, each reaching out to touch some part of the blackened kettle."
15495,“Good. On the count of three then . . . one . . . two . . .”
15496,It happened in a fraction of a second: In the infinitesimal pause be-
15497,"fore Dumbledore said “three,” Harry looked up at him — they were"
15498,very close together — and Dumbledore’s clear blue gaze moved from
15499,the Portkey to Harry’s face.
15500,"At once, Harry’s scar burned white-hot, as though the old wound"
15501,"had burst open again — and unbidden, unwanted, but terrifyingly"
15502,"strong, there rose within Harry a hatred so powerful he felt, for that"
15503, 474    
15504,ST. MUNGO’S HOSPITAL
15505,FOR MAGICAL MALADIES
15506,AND INJURIES
15507,"instant, that he would like nothing better than to strike — to bite —"
15508,to sink his fangs into the man before him —
15509,“. . . three.”
15510,"He felt a powerful jerk behind his navel, the ground vanished from"
15511,"beneath his feet, his hand was glued to the kettle; he was banging into"
15512,"the others as all sped forward in a swirl of colors and a rush of wind,"
15513,the kettle pulling them onward and then —
15514,"His feet hit the ground so hard that his knees buckled, the kettle"
15515,"clattered to the ground and somewhere close at hand a voice said,"
15516,"“Back again, the blood traitor brats, is it true their father’s dying . . . ?”"
15517,“OUT!” roared a second voice.
15518,Harry scrambled to his feet and looked around; they had arrived in
15519,"the gloomy basement kitchen of number twelve, Grimmauld Place."
15520,"The only sources of light were the fire and one guttering candle,"
15521,which illuminated the remains of a solitary supper. Kreacher was dis-
15522,"appearing through the door to the hall, looking back at them malevo-"
15523,lently as he hitched up his loincloth; Sirius was hurrying toward them
15524,"all, looking anxious. He was unshaven and still in his day clothes;"
15525,there was also a slightly Mundungus-like whiff of stale drink about
15526,him.
15527,"“What’s going on?” he said, stretching out a hand to help Ginny"
15528,up. “Phineas Nigellus said Arthur’s been badly injured —”
15529,"“Ask Harry,” said Fred."
15530,"“Yeah, I want to hear this for myself,” said George."
15531,The twins and Ginny were staring at him. Kreacher’s footsteps had
15532,stopped on the stairs outside.
15533,“It was —” Harry began; this was even worse than telling McGona-
15534,gall and Dumbledore. “I had a — a kind of — vision. . . .”
15535,"And he told them all that he had seen, though he altered the story"
15536,so that it sounded as though he had watched from the sidelines as the
15537,"snake attacked, rather than from behind the snake’s own eyes. . . ."
15538, 475    
15539,CHAPTER TWENTY-TWO
15540,"Ron, who was still very white, gave him a fleeting look, but did not"
15541,"speak. When Harry had finished, Fred, George, and Ginny continued"
15542,to stare at him for a moment. Harry did not know whether he was
15543,"imagining it or not, but he fancied there was something accusatory in"
15544,"their looks. Well, if they were going to blame him for just seeing the"
15545,"attack, he was glad he had not told them that he had been inside the"
15546,snake at the time. . . .
15547,"“Is Mum here?” said Fred, turning to Sirius."
15548,"“She probably doesn’t even know what’s happened yet,” said Sirius."
15549,“The important thing was to get you away before Umbridge could in-
15550,terfere. I expect Dumbledore’s letting Molly know now.”
15551,"“We’ve got to go to St. Mungo’s,” said Ginny urgently. She looked"
15552,around at her brothers; they were of course still in their pajamas. “Sir-
15553,"ius, can you lend us cloaks or anything — ?”"
15554,"“Hang on, you can’t go tearing off to St. Mungo’s!” said Sirius."
15555,"“ ’Course we can go to St. Mungo’s if we want,” said Fred, with a"
15556,"mulish expression, “he’s our dad!”"
15557,“And how are you going to explain how you knew Arthur was at-
15558,tacked before the hospital even let his wife know?”
15559,“What does that matter?” said George hotly.
15560,“It matters because we don’t want to draw attention to the fact that
15561,Harry is having visions of things that are happening hundreds of miles
15562,away!” said Sirius angrily. “Have you any idea what the Ministry
15563,would make of that information?”
15564,Fred and George looked as though they could not care less what the
15565,Ministry made of anything. Ron was still white-faced and silent.
15566,"Ginny said, “Somebody else could have told us. . . . We could have"
15567,heard it somewhere other than Harry. . . .”
15568,"“Like who?” said Sirius impatiently. “Listen, your dad’s been hurt"
15569,while on duty for the Order and the circumstances are fishy enough
15570,"without his children knowing about it seconds after it happened, you"
15571,could seriously damage the Order’s —”
15572,  476   
15573,ST. MUNGO’S HOSPITAL
15574,FOR MAGICAL MALADIES
15575,AND INJURIES
15576,“We don’t care about the dumb Order!” shouted Fred.
15577,“It’s our dad dying we’re talking about!” yelled George.
15578,"“Your father knew what he was getting into, and he won’t thank"
15579,you for messing things up for the Order!” said Sirius angrily in his
15580,turn. “This is how it is — this is why you’re not in the Order — you
15581,don’t understand — there are things worth dying for!”
15582,"“Easy for you to say, stuck here!” bellowed Fred. “I don’t see you"
15583,risking your neck!”
15584,The little color remaining in Sirius’s face drained from it. He
15585,"looked for a moment as though he would quite like to hit Fred, but"
15586,"when he spoke, it was in a voice of determined calm. “I know it’s hard,"
15587,but we’ve all got to act as though we don’t know anything yet. We’ve
15588,"got to stay put, at least until we hear from your mother, all right?”"
15589,"Fred and George still looked mutinous. Ginny, however, took a few"
15590,"steps over to the nearest chair and sank into it. Harry looked at Ron,"
15591,"who made a funny movement somewhere between a nod and shrug,"
15592,"and they sat down too. The twins glared at Sirius for another minute,"
15593,then took seats on either side of Ginny.
15594,"“That’s right,” said Sirius encouragingly, “come on, let’s all . . . let’s"
15595,all have a drink while we’re waiting. Accio Butterbeer!”
15596,He raised his wand as he spoke and half a dozen bottles came flying
15597,"toward them out of the pantry, skidded along the table, scattering the"
15598,"debris of Sirius’s meal, and stopped neatly in front of the six of them."
15599,"They all drank, and for a while the only sounds were those of the crack-"
15600,ling of the kitchen fire and the soft thud of their bottles on the table.
15601,Harry was only drinking to have something to do with his hands.
15602,"His stomach was full of horrible hot, bubbling guilt. They would not"
15603,be here if it were not for him; they would all still be asleep in bed. And
15604,it was no good telling himself that by raising the alarm he had ensured
15605,"that Mr. Weasley was found, because there was also the inescapable"
15606,business of it being he who had attacked Mr. Weasley in the first
15607,place. . . .
15608, 477  
15609,CHAPTER TWENTY-TWO
15610,"Don’t be stupid, you haven’t got fangs, he told himself, trying to keep"
15611,"calm, though the hand on his butterbeer bottle was shaking. You were"
15612,"lying in bed, you weren’t attacking anyone. . . ."
15613,"But then, what just happened in Dumbledore’s office? he asked him-"
15614,self. I felt like I wanted to attack Dumbledore too. . . .
15615,He put the bottle down on the table a little harder than he meant
15616,"to, so that it slopped over onto the table. No one took any notice."
15617,Then a burst of fire in midair illuminated the dirty plates in front of
15618,"them and as they gave cries of shock, a scroll of parchment fell with a"
15619,"thud onto the table, accompanied by a single golden phoenix tail"
15620,feather.
15621,"“Fawkes!” said Sirius at once, snatching up the parchment. “That’s"
15622,not Dumbledore’s writing — it must be a message from your
15623,mother — here —”
15624,"He thrust the letter into George’s hand, who ripped it open and"
15625,"read aloud, “Dad is still alive. I am setting out for St. Mungo’s now. Stay"
15626,where you are. I will send news as soon as I can. Mum.”
15627,George looked around the table.
15628,“Still alive . . .” he said slowly. “But that makes it sound . . .”
15629,He did not need to finish the sentence. It sounded to Harry too as
15630,though Mr. Weasley was hovering somewhere between life and death.
15631,"Still exceptionally pale, Ron stared at the back of his mother’s letter as"
15632,though it might speak words of comfort to him. Fred pulled the
15633,"parchment out of George’s hands and read it for himself, then looked"
15634,"up at Harry, who felt his hand shaking on his butterbeer bottle again"
15635,and clenched it more tightly to stop the trembling.
15636,If Harry had ever sat through a longer night than this one he could
15637,"not remember it. Sirius suggested once that they all go to bed, but"
15638,"without any real conviction, and the Weasleys’ looks of disgust were"
15639,"answer enough. They mostly sat in silence around the table, watching"
15640,"the candle wick sinking lower and lower into liquid wax, now and"
15641,"then raising bottles to their lips, speaking only to check the time, to"
15642, 478  
15643,ST. MUNGO’S HOSPITAL
15644,FOR MAGICAL MALADIES
15645,AND INJURIES
15646,"wonder aloud what was happening, and to reassure one another that"
15647,"if there was bad news, they would know straightaway, for Mrs."
15648,Weasley must long since have arrived at St. Mungo’s.
15649,"Fred fell into a doze, his head sagging sideways onto his shoulder."
15650,"Ginny was curled like a cat on her chair, but her eyes were open;"
15651,Harry could see them reflecting the firelight. Ron was sitting with his
15652,"head in his hands, whether awake or asleep it was impossible to tell."
15653,"And he and Sirius looked at each other every so often, intruders upon"
15654,"the family grief, waiting . . . waiting . . ."
15655,"And then, at ten past five in the morning by Ron’s watch, the"
15656,kitchen door swung open and Mrs. Weasley entered the kitchen. She
15657,"was extremely pale, but when they all turned to look at her, Fred, Ron,"
15658,"and Harry half-rising from their chairs, she gave a wan smile."
15659,"“He’s going to be all right,” she said, her voice weak with tiredness."
15660,“He’s sleeping. We can all go and see him later. Bill’s sitting with him
15661,"now, he’s going to take the morning off work.”"
15662,Fred fell back into his chair with his hands over his face. George
15663,"and Ginny got up, walked swiftly over to their mother, and hugged"
15664,her. Ron gave a very shaky laugh and downed the rest of his butterbeer
15665,in one.
15666,"“Breakfast!” said Sirius loudly and joyfully, jumping to his feet."
15667,“Where’s that accursed house-elf? Kreacher! KREACHER!”
15668,But Kreacher did not answer the summons.
15669,"“Oh, forget it, then,” muttered Sirius, counting the people in front"
15670,"of him. “So it’s breakfast for — let’s see — seven . . . Bacon and eggs,"
15671,"I think, and some tea, and toast —”"
15672,Harry hurried over to the stove to help. He did not want to intrude
15673,"upon the Weasleys’ happiness, and he dreaded the moment when"
15674,"Mrs. Weasley would ask him to recount his vision. However, he had"
15675,barely taken plates from the dresser when Mrs. Weasley lifted them
15676,out of his hands and pulled him into a hug.
15677,"“I don’t know what would have happened if it hadn’t been for you,"
15678, 479    
15679,CHAPTER TWENTY-TWO
15680,"Harry,” she said in a muffled voice. “They might not have found"
15681,"Arthur for hours, and then it would have been too late, but thanks to"
15682,you he’s alive and Dumbledore’s been able to think up a good cover
15683,"story for Arthur being where he was, you’ve no idea what trouble he"
15684,"would have been in otherwise, look at poor Sturgis. . . .”"
15685,"Harry could hardly stand her gratitude, but fortunately she soon"
15686,released him to turn to Sirius and thank him for looking after her chil-
15687,dren through the night. Sirius said that he was very pleased to have
15688,"been able to help, and hoped they would all stay with him as long as"
15689,Mr. Weasley was in hospital.
15690,"“Oh, Sirius, I’m so grateful. . . . They think he’ll be there a little"
15691,"while and it would be wonderful to be nearer . . . Of course, that"
15692,might mean we’re here for Christmas. . . .”
15693,“The more the merrier!” said Sirius with such obvious sincerity that
15694,"Mrs. Weasley beamed at him, threw on an apron, and began to help"
15695,with breakfast.
15696,"“Sirius,” Harry muttered, unable to stand it a moment longer."
15697,“Can I have a quick word? Er — now?”
15698,He walked into the dark pantry and Sirius followed. Without pre-
15699,"amble Harry told his godfather every detail of the vision he had had,"
15700,including the fact that he himself had been the snake who had at-
15701,tacked Mr. Weasley.
15702,"When he paused for breath, Sirius said, “Did you tell Dumbledore"
15703,this?”
15704,"“Yes,” said Harry impatiently, “but he didn’t tell me what it meant."
15705,"Well, he doesn’t tell me anything anymore. . . .”"
15706,“I’m sure he would have told you if it was anything to worry
15707,"about,” said Sirius steadily."
15708,"“But that’s not all,” said Harry in a voice only a little above a whis-"
15709,"per. “Sirius, I . . . I think I’m going mad. . . . Back in Dumbledore’s"
15710,"office, just before we took the Portkey . . . for a couple of seconds"
15711, 480 
15712,ST. MUNGO’S HOSPITAL
15713,FOR MAGICAL MALADIES
15714,AND INJURIES
15715,"there I thought I was a snake, I felt like one — my scar really hurt"
15716,"when I was looking at Dumbledore — Sirius, I wanted to attack"
15717,him —”
15718,He could only see a sliver of Sirius’s face; the rest was in darkness.
15719,"“It must have been the aftermath of the vision, that’s all,” said Sir-"
15720,ius. “You were still thinking of the dream or whatever it was and —”
15721,"“It wasn’t that,” said Harry, shaking his head. “It was like some-"
15722,"thing rose up inside me, like there’s a snake inside me —”"
15723,"“You need to sleep,” said Sirius firmly. “You’re going to have break-"
15724,"fast and then go upstairs to bed, and then you can go and see Arthur"
15725,"after lunch with the others. You’re in shock, Harry; you’re blaming"
15726,"yourself for something you only witnessed, and it’s lucky you did wit-"
15727,ness it or Arthur might have died. Just stop worrying. . . .”
15728,"He clapped Harry on the shoulder and left the pantry, leaving"
15729,Harry standing alone in the dark.
15730,Everyone but Harry spent the rest of the morning sleeping. He went
15731,"up to the bedroom he had shared with Ron over the summer, but while"
15732,"Ron crawled into bed and was asleep within minutes, Harry sat fully"
15733,"clothed, hunched against the cold metal bars of the bedstead, keeping"
15734,"himself deliberately uncomfortable, determined not to fall into a doze,"
15735,terrified that he might become the serpent again in his sleep and awake
15736,"to find that he had attacked Ron, or else slithered through the house"
15737,after one of the others. . . .
15738,"When Ron woke up, Harry pretended to have enjoyed a refreshing"
15739,nap too. Their trunks arrived from Hogwarts while they were eating
15740,"lunch, so that they could dress as Muggles for the trip to St. Mungo’s."
15741,Everybody except Harry was riotously happy and talkative as they
15742,"changed out of their robes into jeans and sweatshirts, and they greeted"
15743,"Tonks and Mad-Eye, who had turned up to escort them across Lon-"
15744,"don, gleefully laughing at the bowler hat Mad-Eye was wearing at an"
15745, 481   
15746,CHAPTER TWENTY-TWO
15747,"angle to conceal his magical eye and assuring him, truthfully, that"
15748,"Tonks, whose hair was short and bright pink again, would attract far"
15749,less attention on the underground.
15750,Tonks was very interested in Harry’s vision of the attack on Mr.
15751,"Weasley, something he was not remotely interested in discussing."
15752,"“There isn’t any Seer blood in your family, is there?” she inquired"
15753,"curiously, as they sat side by side on a train rattling toward the heart"
15754,of the city.
15755,"“No,” said Harry, thinking of Professor Trelawney and feeling"
15756,insulted.
15757,"“No,” said Tonks musingly, “no, I suppose it’s not really prophecy"
15758,"you’re doing, is it? I mean, you’re not seeing the future, you’re seeing"
15759,"the present. . . . It’s odd, isn’t it? Useful, though . . .”"
15760,"Harry did not answer; fortunately they got out at the next stop, a"
15761,"station in the very heart of London, and in the bustle of leaving the"
15762,train he was able to allow Fred and George to get between himself and
15763,"Tonks, who was leading the way. They all followed her up the escala-"
15764,"tor, Moody clunking along at the back of the group, his bowler tilted"
15765,"low and one gnarled hand stuck in between the buttons of his coat,"
15766,clutching his wand. Harry thought he sensed the concealed eye star-
15767,ing hard at him; trying to deflect more questions about his dream he
15768,asked Mad-Eye where St. Mungo’s was hidden.
15769,"“Not far from here,” grunted Moody as they stepped out into the"
15770,wintry air on a broad store-lined street packed with Christmas shop-
15771,pers. He pushed Harry a little ahead of him and stumped along just
15772,behind; Harry knew the eye was rolling in all directions under the
15773,tilted hat. “Wasn’t easy to find a good location for a hospital. Nowhere
15774,in Diagon Alley was big enough and we couldn’t have it underground
15775,like the Ministry — unhealthy. In the end they managed to get hold of
15776,a building up here. Theory was sick wizards could come and go and
15777,just blend in with the crowd. . . .”
15778,  482  
15779,ST. MUNGO’S HOSPITAL
15780,FOR MAGICAL MALADIES
15781,AND INJURIES
15782,He seized Harry’s shoulder to prevent them being separated by a
15783,gaggle of shoppers plainly intent on nothing but making it into a
15784,nearby shop full of electrical gadgets.
15785,"“Here we go,” said Moody a moment later."
15786,"They had arrived outside a large, old-fashioned, red brick depart-"
15787,"ment store called Purge and Dowse Ltd. The place had a shabby, mis-"
15788,erable air; the window displays consisted of a few chipped dummies
15789,"with their wigs askew, standing at random and modeling fashions at"
15790,least ten years out of date. Large signs on all the dusty doors read
15791,closed for refurbishment. Harry distinctly heard a large woman
15792,"laden with plastic shopping bags say to her friend as they passed, “It’s"
