,Harry Potter
9631,Maxime talking inside it as he knocked on Hagrid’s front door.
9632, 323   
9633,CHAPTER NINETEEN
9634,"“You there, Harry?” Hagrid whispered, opening the door and"
9635,looking around.
9636,"“Yeah,” said Harry, slipping inside the cabin and pulling the"
9637,cloak down off his head. “What’s up?”
9638,"“Got summat ter show yeh,” said Hagrid."
9639,There was an air of enormous excitement about Hagrid. He was
9640,wearing a flower that resembled an oversized artichoke in his but-
9641,tonhole. It looked as though he had abandoned the use of axle
9642,"grease, but he had certainly attempted to comb his hair — Harry"
9643,could see the comb’s broken teeth tangled in it.
9644,"“What’re you showing me?” Harry said warily, wondering if the"
9645,"skrewts had laid eggs, or Hagrid had managed to buy another giant"
9646,three-headed dog off a stranger in a pub.
9647,"“Come with me, keep quiet, an’ keep yerself covered with that"
9648,"cloak,” said Hagrid. “We won’ take Fang, he won’ like it. . . .”"
9649,"“Listen, Hagrid, I can’t stay long. . . . I’ve got to be back up at"
9650,the castle by one o’clock —”
9651,But Hagrid wasn’t listening; he was opening the cabin door and
9652,"striding off into the night. Harry hurried to follow and found, to"
9653,"his great surprise, that Hagrid was leading him to the Beauxbatons"
9654,carriage.
9655,"“Hagrid, what — ?”"
9656,"“Shhh!” said Hagrid, and he knocked three times on the door"
9657,bearing the crossed golden wands.
9658,Madame Maxime opened it. She was wearing a silk shawl wrapped
9659,around her massive shoulders. She smiled when she saw Hagrid.
9660,"“Ah, ’Agrid . . . it is time?”"
9661,"“Bong-sewer,” said Hagrid, beaming at her, and holding out a"
9662,hand to help her down the golden steps.
9663, 324 
9664,THE HUNGARIAN
9665,HORNTAIL
9666,"Madame Maxime closed the door behind her, Hagrid offered her"
9667,"his arm, and they set off around the edge of the paddock con-"
9668,"taining Madame Maxime’s giant winged horses, with Harry, totally"
9669,"bewildered, running to keep up with them. Had Hagrid wanted to"
9670,show him Madame Maxime? He could see her any old time he
9671,wanted . . . she wasn’t exactly hard to miss. . . .
9672,But it seemed that Madame Maxime was in for the same treat as
9673,"Harry, because after a while she said playfully, “Wair is it you are"
9674,"taking me, ’Agrid?”"
9675,"“Yeh’ll enjoy this,” said Hagrid gruffly, “worth seein’, trust me."
9676,"On’y — don’ go tellin’ anyone I showed yeh, right? Yeh’re not"
9677,s’posed ter know.”
9678,"“Of course not,” said Madame Maxime, fluttering her long"
9679,black eyelashes.
9680,"And still they walked, Harry getting more and more irritated as"
9681,"he jogged along in their wake, checking his watch every now and"
9682,"then. Hagrid had some harebrained scheme in hand, which might"
9683,"make him miss Sirius. If they didn’t get there soon, he was going to"
9684,"turn around, go straight back to the castle, and leave Hagrid to en-"
9685,joy his moonlit stroll with Madame Maxime. . . .
9686,But then — when they had walked so far around the perimeter
9687,of the forest that the castle and the lake were out of sight — Harry
9688,heard something. Men were shouting up ahead . . . then came a
9689,"deafening, earsplitting roar. . . ."
9690,Hagrid led Madame Maxime around a clump of trees and came
9691,"to a halt. Harry hurried up alongside them — for a split second, he"
9692,"thought he was seeing bonfires, and men darting around them —"
9693,and then his mouth fell open.
9694,Dragons.
9695,   325 
9696,CHAPTER NINETEEN
9697,"Four fully grown, enormous, vicious-looking dragons were rear-"
9698,ing onto their hind legs inside an enclosure fenced with thick planks
9699,"of wood, roaring and snorting — torrents of fire were shooting into"
9700,"the dark sky from their open, fanged mouths, fifty feet above the"
9701,ground on their outstretched necks. There was a silvery-blue one
9702,"with long, pointed horns, snapping and snarling at the wizards on"
9703,"the ground; a smooth-scaled green one, which was writhing and"
9704,stamping with all its might; a red one with an odd fringe of fine gold
9705,"spikes around its face, which was shooting mushroom-shaped fire"
9706,"clouds into the air; and a gigantic black one, more lizard-like than"
9707,"the others, which was nearest to them."
9708,"At least thirty wizards, seven or eight to each dragon, were"
9709,"attempting to control them, pulling on the chains connected to"
9710,"heavy leather straps around their necks and legs. Mesmerized,"
9711,"Harry looked up, high above him, and saw the eyes of the black"
9712,"dragon, with vertical pupils like a cat’s, bulging with either fear or"
9713,"rage, he couldn’t tell which. . . . It was making a horrible noise, a"
9714,"yowling, screeching scream. . . ."
9715,"“Keep back there, Hagrid!” yelled a wizard near the fence, strain-"
9716,ing on the chain he was holding. “They can shoot fire at a range of
9717,"twenty feet, you know! I’ve seen this Horntail do forty!”"
9718,“Is’n’ it beautiful?” said Hagrid softly.
9719,"“It’s no good!” yelled another wizard. “Stunning Spells, on the"
9720,count of three!”
9721,Harry saw each of the dragon keepers pull out his wand.
9722,"“Stupefy!” they shouted in unison, and the Stunning Spells shot"
9723,"into the darkness like fiery rockets, bursting in showers of stars on"
9724,the dragons’ scaly hides —
9725,  326  
9726,THE HUNGARIAN
9727,HORNTAIL
9728,Harry watched the dragon nearest to them teeter dangerously on
9729,its back legs; its jaws stretched wide in a silent howl; its nostrils
9730,"were suddenly devoid of flame, though still smoking — then, very"
9731,"slowly, it fell. Several tons of sinewy, scaly-black dragon hit the"
9732,ground with a thud that Harry could have sworn made the trees
9733,behind him quake.
9734,The dragon keepers lowered their wands and walked forward to
9735,"their fallen charges, each of which was the size of a small hill. They"
9736,"hurried to tighten the chains and fasten them securely to iron pegs,"
9737,which they forced deep into the ground with their wands.
9738,“Wan’ a closer look?” Hagrid asked Madame Maxime excitedly.
9739,"The pair of them moved right up to the fence, and Harry followed."
9740,The wizard who had warned Hagrid not to come any closer
9741,"turned, and Harry realized who it was: Charlie Weasley."
9742,"“All right, Hagrid?” he panted, coming over to talk. “They"
9743,should be okay now — we put them out with a Sleeping Draft on
9744,"the way here, thought it might be better for them to wake up in the"
9745,"dark and the quiet — but, like you saw, they weren’t happy, not"
9746,happy at all —”
9747,"“What breeds you got here, Charlie?” said Hagrid, gazing at the"
9748,"closest dragon, the black one, with something close to reverence."
9749,Its eyes were still just open. Harry could see a strip of gleaming yel-
9750,low beneath its wrinkled black eyelid.
9751,"“This is a Hungarian Horntail,” said Charlie. “There’s a Com-"
9752,"mon Welsh Green over there, the smaller one — a Swedish Short-"
9753,"Snout, that blue-gray — and a Chinese Fireball, that’s the red.”"
9754,Charlie looked around; Madame Maxime was strolling away
9755,"around the edge of the enclosure, gazing at the stunned dragons."
9756, 327  
9757,CHAPTER NINETEEN
9758,"“I didn’t know you were bringing her, Hagrid,” Charlie said,"
9759,frowning. “The champions aren’t supposed to know what’s com-
9760,"ing — she’s bound to tell her student, isn’t she?”"
9761,"“Jus’ thought she’d like ter see ’em,” shrugged Hagrid, still gaz-"
9762,"ing, enraptured, at the dragons."
9763,"“Really romantic date, Hagrid,” said Charlie, shaking his head."
9764,"“Four . . .” said Hagrid, “so it’s one fer each o’ the champions, is"
9765,it? What’ve they gotta do — fight ’em?”
9766,"“Just get past them, I think,” said Charlie. “We’ll be on hand if"
9767,"it gets nasty, Extinguishing Spells at the ready. They wanted nest-"
9768,"ing mothers, I don’t know why . . . but I tell you this, I don’t envy"
9769,the one who gets the Horntail. Vicious thing. Its back end’s as dan-
9770,"gerous as its front, look.”"
9771,"Charlie pointed toward the Horntail’s tail, and Harry saw long,"
9772,bronze-colored spikes protruding along it every few inches.
9773,Five of Charlie’s fellow keepers staggered up to the Horntail at
9774,"that moment, carrying a clutch of huge granite-gray eggs between"
9775,them in a blanket. They placed them carefully at the Horntail’s
9776,side. Hagrid let out a moan of longing.
9777,"“I’ve got them counted, Hagrid,” said Charlie sternly. Then he"
9778,"said, “How’s Harry?”"
9779,"“Fine,” said Hagrid. He was still gazing at the eggs."
9780,"“Just hope he’s still fine after he’s faced this lot,” said Charlie"
9781,"grimly, looking out over the dragons’ enclosure. “I didn’t dare tell"
9782,Mum what he’s got to do for the first task; she’s already having kit-
9783,tens about him. . . .” Charlie imitated his mother’s anxious voice.
9784,"“ ‘How could they let him enter that tournament, he’s much too young!"
9785,"I thought they were all safe, I thought there was going to be an age"
9786,  328   
9787,THE HUNGARIAN
9788,HORNTAIL
9789,limit!’ She was in floods after that Daily Prophet article about him.
9790,"‘He still cries about his parents! Oh bless him, I never knew!’ ”"
9791,Harry had had enough. Trusting to the fact that Hagrid wouldn’t
9792,"miss him, with the attractions of four dragons and Madame"
9793,"Maxime to occupy him, he turned silently and began to walk away,"
9794,back to the castle.
9795,He didn’t know whether he was glad he’d seen what was coming
9796,or not. Perhaps this way was better. The first shock was over now.
9797,"Maybe if he’d seen the dragons for the first time on Tuesday, he"
9798,would have passed out cold in front of the whole school . . . but
9799,maybe he would anyway. . . . He was going to be armed with his
9800,"wand — which, just now, felt like nothing more than a narrow"
9801,"strip of wood — against a fifty-foot-high, scaly, spike-ridden, fire-"
9802,breathing dragon. And he had to get past it. With everyone watch-
9803,ing. How?
9804,"Harry sped up, skirting the edge of the forest; he had just under"
9805,"fifteen minutes to get back to the fireside and talk to Sirius, and he"
9806,"couldn’t remember, ever, wanting to talk to someone more than he"
9807,"did right now — when, without warning, he ran into something"
9808,very solid.
9809,"Harry fell backward, his glasses askew, clutching the cloak around"
9810,"him. A voice nearby said, “Ouch! Who’s there?”"
9811,Harry hastily checked that the cloak was covering him and lay
9812,"very still, staring up at the dark outline of the wizard he had hit. He"
9813,recognized the goatee . . . it was Karkaroff.
9814,"“Who’s there?” said Karkaroff again, very suspiciously, looking"
9815,around in the darkness. Harry remained still and silent. After a
9816,"minute or so, Karkaroff seemed to decide that he had hit some sort"
9817, 329  
9818,CHAPTER NINETEEN
9819,"of animal; he was looking around at waist height, as though ex-"
9820,pecting to see a dog. Then he crept back under the cover of the
9821,trees and started to edge forward toward the place where the drag-
9822,ons were.
9823,"Very slowly and very carefully, Harry got to his feet and set off"
9824,"again as fast as he could without making too much noise, hurrying"
9825,through the darkness back toward Hogwarts.
9826,He had no doubt whatsoever what Karkaroff was up to. He had
9827,sneaked off his ship to try and find out what the first task was going
9828,to be. He might even have spotted Hagrid and Madame Maxime
9829,heading off around the forest together — they were hardly difficult
9830,to spot at a distance . . . and now all Karkaroff had to do was fol-
9831,"low the sound of voices, and he, like Madame Maxime, would"
9832,know what was in store for the champions.
9833,"By the looks of it, the only champion who would be facing the"
9834,unknown on Tuesday was Cedric.
9835,"Harry reached the castle, slipped in through the front doors, and"
9836,"began to climb the marble stairs; he was very out of breath, but he"
9837,didn’t dare slow down. . . . He had less than five minutes to get up
9838,to the fire. . . .
9839,"“Balderdash!” he gasped at the Fat Lady, who was snoozing in"
9840,her frame in front of the portrait hole.
9841,"“If you say so,” she muttered sleepily, without opening her eyes,"
9842,and the picture swung forward to admit him. Harry climbed in-
9843,"side. The common room was deserted, and, judging by the fact"
9844,"that it smelled quite normal, Hermione had not needed to set off"
9845,any Dungbombs to ensure that he and Sirius got privacy.
9846,Harry pulled off the Invisibility Cloak and threw himself into an
9847,armchair in front of the fire. The room was in semidarkness; the
9848, 330  
9849,THE HUNGARIAN
9850,HORNTAIL
9851,"flames were the only source of light. Nearby, on a table, the Support"
9852,Cedric Diggory! badges the Creeveys had been trying to improve
9853,were glinting in the firelight. They now read POTTER REALLY
9854,"STINKS. Harry looked back into the flames, and jumped."
9855,Sirius’s head was sitting in the fire. If Harry hadn’t seen Mr. Dig-
9856,"gory do exactly this back in the Weasleys’ kitchen, it would have"
9857,"scared him out of his wits. Instead, his face breaking into the first"
9858,"smile he had worn for days, he scrambled out of his chair, crouched"
9859,"down by the hearth, and said, “Sirius — how’re you doing?”"
9860,Sirius looked different from Harry’s memory of him. When they
9861,"had said good-bye, Sirius’s face had been gaunt and sunken, sur-"
9862,"rounded by a quantity of long, black, matted hair — but the hair"
9863,"was short and clean now, Sirius’s face was fuller, and he looked"
9864,"younger, much more like the only photograph Harry had of him,"
9865,which had been taken at the Potters’ wedding.
9866,"“Never mind me, how are you?” said Sirius seriously."
9867,"“I’m —” For a second, Harry tried to say “fine” — but he couldn’t"
9868,"do it. Before he could stop himself, he was talking more than he’d"
9869,talked in days — about how no one believed he hadn’t entered the
9870,"tournament of his own free will, how Rita Skeeter had lied about"
9871,"him in the Daily Prophet, how he couldn’t walk down a corridor"
9872,"without being sneered at — and about Ron, Ron not believing him,"
9873,Ron’s jealousy . . .
9874,“. . . and now Hagrid’s just shown me what’s coming in the first
9875,"task, and it’s dragons, Sirius, and I’m a goner,” he finished des-"
9876,perately.
9877,"Sirius looked at him, eyes full of concern, eyes that had not yet"
9878,"lost the look that Azkaban had given them — that deadened,"
9879,haunted look. He had let Harry talk himself into silence without
9880, 331    
9881,CHAPTER NINETEEN
9882,"interruption, but now he said, “Dragons we can deal with, Harry,"
9883,but we’ll get to that in a minute — I haven’t got long here . . . I’ve
9884,"broken into a wizarding house to use the fire, but they could be"
9885,back at any time. There are things I need to warn you about.”
9886,"“What?” said Harry, feeling his spirits slip a further few"
9887,notches. . . . Surely there could be nothing worse than dragons
9888,coming?
9889,"“Karkaroff,” said Sirius. “Harry, he was a Death Eater. You know"
9890,"what Death Eaters are, don’t you?”"
9891,“Yes — he — what?”
9892,"“He was caught, he was in Azkaban with me, but he got released."
9893,I’d bet everything that’s why Dumbledore wanted an Auror at
9894,Hogwarts this year — to keep an eye on him. Moody caught
9895,Karkaroff. Put him into Azkaban in the first place.”
9896,“Karkaroff got released?” Harry said slowly — his brain seemed
9897,to be struggling to absorb yet another piece of shocking informa-
9898,tion. “Why did they release him?”
9899,"“He did a deal with the Ministry of Magic,” said Sirius bitterly."
9900,"“He said he’d seen the error of his ways, and then he named"
9901,names . . . he put a load of other people into Azkaban in his
9902,"place. . . . He’s not very popular in there, I can tell you. And since"
9903,"he got out, from what I can tell, he’s been teaching the Dark Arts"
9904,to every student who passes through that school of his. So watch
9905,out for the Durmstrang champion as well.”
9906,"“Okay,” said Harry slowly. “But . . . are you saying Karkaroff"
9907,"put my name in the goblet? Because if he did, he’s a really good"
9908,actor. He seemed furious about it. He wanted to stop me from
9909,competing.”
9910, 332  
9911,THE HUNGARIAN
9912,HORNTAIL
9913,"“We know he’s a good actor,” said Sirius, “because he convinced"
9914,"the Ministry of Magic to set him free, didn’t he? Now, I’ve been"
9915,"keeping an eye on the Daily Prophet, Harry —”"
9916,"“— you and the rest of the world,” said Harry bitterly."
9917,“— and reading between the lines of that Skeeter woman’s arti-
9918,"cle last month, Moody was attacked the night before he started at"
9919,"Hogwarts. Yes, I know she says it was another false alarm,” Sirius"
9920,"said hastily, seeing Harry about to speak, “but I don’t think so,"
9921,somehow. I think someone tried to stop him from getting to Hog-
9922,warts. I think someone knew their job would be a lot more difficult
9923,with him around. And no one’s going to look into it too closely;
9924,Mad-Eye’s heard intruders a bit too often. But that doesn’t mean he
9925,can’t still spot the real thing. Moody was the best Auror the Min-
9926,istry ever had.”
9927,“So . . . what are you saying?” said Harry slowly. “Karkaroff’s
9928,trying to kill me? But — why?”
9929,Sirius hesitated.
9930,"“I’ve been hearing some very strange things,” he said slowly."
9931,“The Death Eaters seem to be a bit more active than usual lately.
9932,"They showed themselves at the Quidditch World Cup, didn’t they?"
9933,Someone set off the Dark Mark . . . and then — did you hear
9934,about that Ministry of Magic witch who’s gone missing?”
9935,“Bertha Jorkins?” said Harry.
9936,"“Exactly . . . she disappeared in Albania, and that’s definitely"
9937,where Voldemort was rumored to be last . . . and she would have
9938,"known the Triwizard Tournament was coming up, wouldn’t she?”"
9939,"“Yeah, but . . . it’s not very likely she’d have walked straight into"
9940,"Voldemort, is it?” said Harry."
9941,  333   
9942,CHAPTER NINETEEN
9943,"“Listen, I knew Bertha Jorkins,” said Sirius grimly. “She was"
9944,"at Hogwarts when I was, a few years above your dad and me."
9945,"And she was an idiot. Very nosy, but no brains, none at all. It’s not"
9946,"a good combination, Harry. I’d say she’d be very easy to lure into a"
9947,trap.
9948,“So . . . so Voldemort could have found out about the tourna-
9949,ment?” said Harry. “Is that what you mean? You think Karkaroff
9950,might be here on his orders?”
9951,"“I don’t know,” said Sirius slowly, “I just don’t know . . ."
9952,Karkaroff doesn’t strike me as the type who’d go back to Voldemort
9953,unless he knew Voldemort was powerful enough to protect him.
9954,"But whoever put your name in that goblet did it for a reason, and"
9955,I can’t help thinking the tournament would be a very good way to
9956,attack you and make it look like an accident.”
9957,"“Looks like a really good plan from where I’m standing,” said"
9958,Harry grinning bleakly. “They’ll just have to stand back and let the
9959,dragons do their stuff.”
9960,"“Right — these dragons,” said Sirius, speaking very quickly"
9961,"now. “There’s a way, Harry. Don’t be tempted to try a Stunning"
9962,Spell — dragons are strong and too powerfully magical to be
9963,"knocked out by a single Stunner, you need about half a dozen wiz-"
9964,ards at a time to overcome a dragon —”
9965,"“Yeah, I know, I just saw,” said Harry."
9966,"“But you can do it alone,” said Sirius. “There is a way, and a sim-"
9967,ple spell’s all you need. Just —”
9968,"But Harry held up a hand to silence him, his heart suddenly"
9969,pounding as though it would burst. He could hear footsteps com-
9970,ing down the spiral staircase behind him.
9971, 334  
9972,THE HUNGARIAN
9973,HORNTAIL
9974,“Go!” he hissed at Sirius. “Go! There’s someone coming!”
9975,"Harry scrambled to his feet, hiding the fire — if someone saw"
9976,"Sirius’s face within the walls of Hogwarts, they would raise an"
9977,"almighty uproar — the Ministry would get dragged in — he,"
9978,"Harry, would be questioned about Sirius’s whereabouts —"
9979,Harry heard a tiny pop! in the fire behind him and knew Sirius
9980,had gone. He watched the bottom of the spiral staircase. Who had
9981,"decided to go for a stroll at one o’clock in the morning, and"
9982,stopped Sirius from telling him how to get past a dragon?
9983,"It was Ron. Dressed in his maroon paisley pajamas, Ron stopped"
9984,"dead facing Harry across the room, and looked around."
9985,“Who were you talking to?” he said.
9986,“What’s that got to do with you?” Harry snarled. “What are you
9987,doing down here at this time of night?”
9988,"“I just wondered where you —” Ron broke off, shrugging."
9989,“Nothing. I’m going back to bed.”
9990,"“Just thought you’d come nosing around, did you?” Harry"
9991,"shouted. He knew that Ron had no idea what he’d walked in on,"
9992,"knew he hadn’t done it on purpose, but he didn’t care — at this"
9993,"moment he hated everything about Ron, right down to the several"
9994,inches of bare ankle showing beneath his pajama trousers.
9995,"“Sorry about that,” said Ron, his face reddening with anger."
9996,“Should’ve realized you didn’t want to be disturbed. I’ll let you get
9997,on with practicing for your next interview in peace.”
9998,Harry seized one of the POTTER REALLY STINKS badges off
9999,"the table and chucked it, as hard as he could, across the room. It hit"
10000,Ron on the forehead and bounced off.
10001,"“There you go,” Harry said. “Something for you to wear on"
10002, 335  
10003,CHAPTER NINETEEN
10004,"Tuesday. You might even have a scar now, if you’re lucky. . . . That’s"
10005,"what you want, isn’t it?”"
10006,He strode across the room toward the stairs; he half expected
10007,"Ron to stop him, he would even have liked Ron to throw a punch"
10008,"at him, but Ron just stood there in his too-small pajamas, and"
10009,"Harry, having stormed upstairs, lay awake in bed fuming for a long"
10010,time afterward and didn’t hear him come up to bed.
10011, 336   
10012,CHAPTER TWENTY
10013,THE FIRST TASK
10014,H          arry got up on Sunday morning and dressed so inatten-
10015,tively that it was a while before he realized he was trying
10016,to pull his hat onto his foot instead of his sock. When he’d finally
10017,"got all his clothes on the right parts of his body, he hurried off to"
10018,"find Hermione, locating her at the Gryffindor table in the Great"
10019,"Hall, where she was eating breakfast with Ginny. Feeling too"
10020,"queasy to eat, Harry waited until Hermione had swallowed her last"
10021,"spoonful of porridge, then dragged her out onto the grounds."
10022,"There, he told her all about the dragons, and about everything"
10023,"Sirius had said, while they took another long walk around the lake."
10024,"Alarmed as she was by Sirius’s warnings about Karkaroff,"
10025,Hermione still thought that the dragons were the more pressing
10026,problem.
10027,"“Let’s just try and keep you alive until Tuesday evening,” she said"
10028,"desperately, “and then we can worry about Karkaroff.”"
10029, 337  
10030,CHAPTER TWENTY
10031,"They walked three times around the lake, trying all the way to"
10032,think of a simple spell that would subdue a dragon. Nothing what-
10033,"soever occurred to them, so they retired to the library instead."
10034,"Here, Harry pulled down every book he could find on dragons,"
10035,and both of them set to work searching through the large pile.
10036,“ ‘Talon-clipping by charms . . . treating scale-rot . . .’ This is no
10037,"good, this is for nutters like Hagrid who want to keep them"
10038,healthy. . . .”
10039,"“ ‘Dragons are extremely difficult to slay, owing to the ancient magic"
10040,"that imbues their thick hides, which none but the most powerful spells"
10041,can penetrate . . .’ But Sirius said a simple one would do it. . . .”
10042,"“Let’s try some simple spellbooks, then,” said Harry, throwing"
10043,aside Men Who Love Dragons Too Much.
10044,"He returned to the table with a pile of spellbooks, set them"
10045,"down, and began to flick through each in turn, Hermione whis-"
10046,pering nonstop at his elbow.
10047,"“Well, there are Switching Spells . . . but what’s the point of"
10048,Switching it? Unless you swapped its fangs for wine-gums or some-
10049,"thing that would make it less dangerous. . . . The trouble is, like"
10050,"that book said, not much is going to get through a dragon’s"
10051,"hide. . . . I’d say Transfigure it, but something that big, you really"
10052,"haven’t got a hope, I doubt even Professor McGonagall . . . unless"
10053,you’re supposed to put the spell on yourself ? Maybe to give yourself
10054,"extra powers? But they’re not simple spells, I mean, we haven’t done"
10055,"any of those in class, I only know about them because I’ve been do-"
10056,ing O.W.L. practice papers. . . .”
10057,"“Hermione,” Harry said, through gritted teeth, “will you shut"
10058,"up for a bit, please? I’m trying to concentrate.”"
10059,"But all that happened, when Hermione fell silent, was that"
10060, 338   
10061,THE FIRST TASK
10062,"Harry’s brain filled with a sort of blank buzzing, which didn’t seem"
10063,to allow room for concentration. He stared hopelessly down the in-
10064,dex of Basic Hexes for the Busy and Vexed. Instant scalping . . . but
10065,dragons had no hair . . . pepper breath . . . that would probably in-
10066,crease a dragon’s firepower . . . horn tongue . . . just what he
10067,"needed, to give it an extra weapon . . ."
10068,"“Oh no, he’s back again, why can’t he read on his stupid ship?”"
10069,"said Hermione irritably as Viktor Krum slouched in, cast a surly"
10070,"look over at the pair of them, and settled himself in a distant cor-"
10071,"ner with a pile of books. “Come on, Harry, we’ll go back to the"
10072,"common room . . . his fan club’ll be here in a moment, twittering"
10073,away. . . .”
10074,"And sure enough, as they left the library, a gang of girls tiptoed"
10075,"past them, one of them wearing a Bulgaria scarf tied around her"
10076,waist.
10077,Harry barely slept that night. When he awoke on Monday morn-
10078,"ing, he seriously considered for the first time ever just running"
10079,away from Hogwarts. But as he looked around the Great Hall at
10080,"breakfast time, and thought about what leaving the castle would"
10081,"mean, he knew he couldn’t do it. It was the only place he had ever"
10082,"been happy . . . well, he supposed he must have been happy with"
10083,"his parents too, but he couldn’t remember that."
10084,"Somehow, the knowledge that he would rather be here and fac-"
10085,ing a dragon than back on Privet Drive with Dudley was good to
10086,know; it made him feel slightly calmer. He finished his bacon with
10087,"difficulty (his throat wasn’t working too well), and as he and"
10088,"Hermione got up, he saw Cedric Diggory leaving the Hufflepuff"
10089,table.
10090, 339   
10091,CHAPTER TWENTY
10092,Cedric still didn’t know about the dragons . . . the only cham-
10093,"pion who didn’t, if Harry was right in thinking that Maxime and"
10094,Karkaroff would have told Fleur and Krum. . . .
10095,"“Hermione, I’ll see you in the greenhouses,” Harry said, coming"
10096,"to his decision as he watched Cedric leaving the Hall. “Go on, I’ll"
10097,catch you up.”
10098,"“Harry, you’ll be late, the bell’s about to ring —”"
10099,"“I’ll catch you up, okay?”"
10100,"By the time Harry reached the bottom of the marble staircase,"
10101,Cedric was at the top. He was with a load of sixth-year friends.
10102,Harry didn’t want to talk to Cedric in front of them; they were
10103,among those who had been quoting Rita Skeeter’s article at him
10104,every time he went near them. He followed Cedric at a distance
10105,and saw that he was heading toward the Charms corridor. This
10106,"gave Harry an idea. Pausing at a distance from them, he pulled out"
10107,"his wand, and took careful aim."
10108,“Diffindo!”
10109,"Cedric’s bag split. Parchment, quills, and books spilled out of it"
10110,onto the floor. Several bottles of ink smashed.
10111,"“Don’t bother,” said Cedric in an exasperated voice as his friends"
10112,"bent down to help him. “Tell Flitwick I’m coming, go on. . . .”"
10113,This was exactly what Harry had been hoping for. He slipped his
10114,"wand back into his robes, waited until Cedric’s friends had disap-"
10115,"peared into their classroom, and hurried up the corridor, which"
10116,was now empty of everyone but himself and Cedric.
10117,"“Hi,” said Cedric, picking up a copy of A Guide to Advanced"
10118,Transfiguration that was now splattered with ink. “My bag just
10119,split . . . brand-new and all . . .”
10120,"“Cedric,” said Harry, “the first task is dragons.”"
10121,  340  
10122,THE FIRST TASK
10123,"“What?” said Cedric, looking up."
10124,"“Dragons,” said Harry, speaking quickly, in case Professor Flit-"
10125,"wick came out to see where Cedric had got to. “They’ve got four,"
10126,"one for each of us, and we’ve got to get past them.”"
10127,Cedric stared at him. Harry saw some of the panic he’d been
10128,feeling since Saturday night flickering in Cedric’s gray eyes.
10129,“Are you sure?” Cedric said in a hushed voice.
10130,"“Dead sure,” said Harry. “I’ve seen them.”"
10131,“But how did you find out? We’re not supposed to know. . . .”
10132,"“Never mind,” said Harry quickly — he knew Hagrid would be"
10133,in trouble if he told the truth. “But I’m not the only one who knows.
10134,Fleur and Krum will know by now — Maxime and Karkaroff both
10135,saw the dragons too.”
10136,"Cedric straightened up, his arms full of inky quills, parchment,"
10137,"and books, his ripped bag dangling off one shoulder. He stared at"
10138,"Harry, and there was a puzzled, almost suspicious look in his eyes."
10139,“Why are you telling me?” he asked.
10140,Harry looked at him in disbelief. He was sure Cedric wouldn’t
10141,have asked that if he had seen the dragons himself. Harry wouldn’t
10142,"have let his worst enemy face those monsters unprepared — well,"
10143,perhaps Malfoy or Snape . . .
10144,"“It’s just . . . fair, isn’t it?” he said to Cedric. “We all know"
10145,"now . . . we’re on an even footing, aren’t we?”"
10146,Cedric was still looking at him in a slightly suspicious way when
10147,Harry heard a familiar clunking noise behind him. He turned
10148,around and saw Mad-Eye Moody emerging from a nearby class-
10149,room.
10150,"“Come with me, Potter,” he growled. “Diggory, off you go.”"
10151,Harry stared apprehensively at Moody. Had he overheard them?
10152,  341  
10153,CHAPTER TWENTY
10154,"“Er — Professor, I’m supposed to be in Herbology —”"
10155,"“Never mind that, Potter. In my office, please. . . .”"
10156,"Harry followed him, wondering what was going to happen to"
10157,him now. What if Moody wanted to know how he’d found out
10158,about the dragons? Would Moody go to Dumbledore and tell on
10159,"Hagrid, or just turn Harry into a ferret? Well, it might be easier to"
10160,"get past a dragon if he were a ferret, Harry thought dully, he’d be"
10161,"smaller, much less easy to see from a height of fifty feet . . ."
10162,He followed Moody into his office. Moody closed the door be-
10163,"hind them and turned to look at Harry, his magical eye fixed upon"
10164,him as well as the normal one.
10165,"“That was a very decent thing you just did, Potter,” Moody said"
10166,quietly.
10167,Harry didn’t know what to say; this wasn’t the reaction he had
10168,expected at all.
10169,"“Sit down,” said Moody, and Harry sat, looking around."
10170,He had visited this office under two of its previous occupants. In
10171,"Professor Lockhart’s day, the walls had been plastered with beam-"
10172,"ing, winking pictures of Professor Lockhart himself. When Lupin"
10173,"had lived here, you were more likely to come across a specimen of"
10174,some fascinating new Dark creature he had procured for them to
10175,"study in class. Now, however, the office was full of a number of ex-"
10176,ceptionally odd objects that Harry supposed Moody had used in
10177,the days when he had been an Auror.
10178,"On his desk stood what looked like a large, cracked, glass spin-"
10179,"ning top; Harry recognized it at once as a Sneakoscope, because he"
10180,"owned one himself, though it was much smaller than Moody’s. In"
10181,the corner on a small table stood an object that looked something
10182,"like an extra-squiggly, golden television aerial. It was humming"
10183, 342  
10184,THE FIRST TASK
10185,slightly. What appeared to be a mirror hung opposite Harry on the
10186,"wall, but it was not reflecting the room. Shadowy figures were mov-"
10187,"ing around inside it, none of them clearly in focus."
10188,"“Like my Dark Detectors, do you?” said Moody, who was"
10189,watching Harry closely.
10190,"“What’s that?” Harry asked, pointing at the squiggly golden"
10191,aerial.
10192,“Secrecy Sensor. Vibrates when it detects concealment and
10193,"lies . . . no use here, of course, too much interference — students"
10194,in every direction lying about why they haven’t done their home-
10195,work. Been humming ever since I got here. I had to disable my
10196,"Sneakoscope because it wouldn’t stop whistling. It’s extra-sensitive,"
10197,"picks up stuff about a mile around. Of course, it could be picking"
10198,"up more than kid stuff,” he added in a growl."
10199,“And what’s the mirror for?”
